rank,From,benefit_eth,points_rounded,points
975,0xcc2989ebe02c58a4d5039cc528b8713340582ee3,0.009,290,287.538911
976,0xcc30353d5d41dacc06de36bb2ec69c3cf13b442a,0.009,290,287.538911
977,0xccafbdfd54716f32ec74702617537825ffbb015d,0.009,290,287.538911
978,0xcce39cd1318ee2de29fe4d53ca1f96cbb77cc08d,0.009,290,287.538911
979,0xcd594cb024bd50e7d8e5135a14a1231c60ebff67,0.009,290,287.538911
980,0xcd8e9f019be887fcec1d7d8f9cfd8ce8c9ec469b,0.009,290,287.538911
981,0xcf5eefcc9c368375f18a33cb897de9b72ff959fe,0.009,290,287.538911
982,0xcfe7d7e7a789408deb5e7d64bba20d56592a1edd,0.009,290,287.538911
983,0xd05476c0722cd763a020079dcd89d7903084299e,0.009,290,287.538911
984,0xd05ea6c76d5ae38f85c9c6d65b16a9b66ddd81d8,0.009,290,287.538911
985,0xd1037fe943971a6b62592b43d93b45f1bfaf2a10,0.009,290,287.538911
986,0xd17b7b306062199b77b11f57824f5efd71f622d4,0.009,290,287.538911
987,0xd2217f806fd74ac92299bab8ee5e02c740b9337a,0.009,290,287.538911
988,0xd2d4819e5e614c1c059c1ca0876ed73c5326a467,0.009,290,287.538911
989,0xd3bbf61fab71b616f084b03747fb3c40ccf885f6,0.009,290,287.538911
990,0xd3c091a094b9ef0f4c66138fc21de4b82691a108,0.009,290,287.538911
991,0xd3d0bad6b40a95ac4b35917bc0acbfb11c2e79bd,0.009,290,287.538911
992,0xd3df30c0e1d9ae03832f83992b6ece2aacefb0c0,0.009,290,287.538911
993,0xd476607a77bb588a602abf3aa0cf120d52e1afda,0.009,290,287.538911
994,0xd53e86c83e8a9748f3004e4d33b565febf486670,0.009,290,287.538911
995,0xd55ca19c9c4f42a7dcab57db612bc08524dcaa6a,0.009,290,287.538911
996,0xd5a845be374f0af196754f77bd2b343110041a38,0.009,290,287.538911
997,0xd5ba99a877d9a321c964ebf906c7abbed5640e9f,0.009,290,287.538911
998,0xd5bcf71af2570646ec6b95d0016acc37b1b93488,0.009,290,287.538911
999,0xd5ff568caba39bc84d174c66dd522b9f84b1d801,0.009,290,287.538911
1000,0xd627d9504e20024d911f777b5c27427bb74ed9f4,0.009,290,287.538911
1001,0xd6391876c104bef84c4090d6a78cf29ed20a7e30,0.009,290,287.538911
1002,0xd65660e8a23fd667ece62ae7ddc45f38e0aec68c,0.009,290,287.538911
1003,0xd676e417c953baa421b5dd1da5c9757fb1a8a08c,0.009,290,287.538911
1004,0xd68dd375d8c479d785bf707a3a1e507b225fbc68,0.009,290,287.538911
1005,0xd7229b5455d1cd4f3afe678905875809bf4af2d5,0.009,290,287.538911
1006,0xd784eea263d11195787194f317af9aeb49df6bdf,0.009,290,287.538911
1007,0xd7a80227a2b125c1c32296b314b22020b4c8eda8,0.009,290,287.538911
1008,0xd7a982ad109a5b54499aa072be122101629b8049,0.009,290,287.538911
1009,0xd7f11c82f044961f1b5ec52fdb1504b3810b78b3,0.009,290,287.538911
1010,0xd898ef1019daa92c327372f4cdd93249ae81f1bc,0.009,290,287.538911
1011,0xd8dd9e0185f4803477ade4ee9185438f07410b04,0.009,290,287.538911
1012,0xd986b6a4b379ae15e91bd225a978d440ac4c3549,0.009,290,287.538911
1013,0xda028dfc5f22507c7cbf4f3cdaf3b1859343f8d7,0.009,290,287.538911
1014,0xda0e9290334a64e522c946e54270526443451605,0.009,290,287.538911
1015,0xda2d49cc0389cc0abf7dcb87e726b2d872935775,0.009,290,287.538911
1016,0xdbc6bdeba846beb678a9bc960a3c84d6f04fd4ca,0.009,290,287.538911
1017,0xdbcfcf489faa6a6d068bdd71f130da5f1526d51f,0.009,290,287.538911
1018,0xdc1c32c76dba3ab1dd689fc3d755c523d3248845,0.009,290,287.538911
1019,0xdd2e257b693c34f42b58cdd8d1345d0adcfdfb2e,0.009,290,287.538911
1020,0xde0f2687f7aaf12d96240628ad37bbb8a886835d,0.009,290,287.538911
1021,0xdecfc87659807d994a841112528fe4b2a29526fb,0.009,290,287.538911
1022,0xdf447108cb85a60a37304a1e24f78928b7a8ec02,0.009,290,287.538911
1023,0xdf946e9a01c7b623826f3335bd3bf1f693ba7b87,0.009,290,287.538911
1024,0xe01f5b3c2752e2ddcfadea38311a83ab532c9474,0.009,290,287.538911
1025,0xe03cca1277c04078c631158643428f891b10a045,0.009,290,287.538911
1026,0xe1680f06a3f4fb859d319fd667445e8a95d324e4,0.009,290,287.538911
1027,0xe29428dc34269cbed8b312096d1a25ba8caef9a5,0.009,290,287.538911
1028,0xe36ec71b9c7d0ff5139b092c48a930b69e9c5a55,0.009,290,287.538911
1029,0xe67e5d4b8b194f5af67fc1cf938633f7b195e161,0.009,290,287.538911
1030,0xe68ac559af6b195161a77cfa653ee87d2db9cb21,0.009,290,287.538911
1031,0xe703c69c5f9f577e4245cc487af01098ed8fdc0d,0.009,290,287.538911
1032,0xe7abf3a297ed0e3215986e717aca41db5e3ee60d,0.009,290,287.538911
1033,0xe812fd902ff14c9d91dd4c90018569803d8f5319,0.009,290,287.538911
1034,0xe8ab26ebd0cbd563313541ac2c976bf0892744e7,0.009,290,287.538911
1035,0xe8c0741686394dbc2bd261a424b3afd2e5908494,0.009,290,287.538911
1036,0xe93c290e0d1f6feba5ea89113df594a8cb7ba6ef,0.009,290,287.538911
1037,0xea07a4bc9e51a8bb88660ae1dd708ddcb700f3dc,0.009,290,287.538911
1038,0xeae64c7158d7814a9aa7e143d27e153fa56dbc46,0.009,290,287.538911
1039,0xeb90427984419b14aeed56c48f934f2f31424d04,0.009,290,287.538911
1040,0xec79e422690804ebe7628f24dbf28c7b157451fc,0.009,290,287.538911
1041,0xec81699635d73873107bebfed0738931efb1a28b,0.009,290,287.538911
1042,0xecc0cd80101abd5dacf94ffb8810fea770f55338,0.009,290,287.538911
1043,0xed03b01efdf94ddc5ea16cb9c784b23c51ec8fad,0.009,290,287.538911
1044,0xed98ed13fd44d169af39b23e757e84e1c17e0a02,0.009,290,287.538911
1045,0xedf4b8284ea98b086b2ddbd96e0ca9e787fa2681,0.009,290,287.538911
1046,0xee20592a38b2e6b0910caa4121fce58eac461379,0.009,290,287.538911
1047,0xee8ffe8bbd123cd79d72baf22dc894ecd5580bde,0.009,290,287.538911
1048,0xef1712b151203c078d4f962a598c4c652b95fa93,0.009,290,287.538911
1049,0xef42217ba4a0d1b17302ad1e819573b39e46211a,0.009,290,287.538911
1050,0xf0214f18af851af5ad48a62375bcbc5887c34117,0.009,290,287.538911
1051,0xf14b2b639b5997419511d5186a2505889738567f,0.009,290,287.538911
1052,0xf1d8e101ea429a95f5fc5ba1e8107acb68fc3684,0.009,290,287.538911
1053,0xf29d3fd5974b920b9a593197f1c8fb68a1401b96,0.009,290,287.538911
1054,0xf2c88acf995e4fff75241e507cd5420717654681,0.009,290,287.538911
1055,0xf2fd73990367078bf68b0e954ef85a829d573230,0.009,290,287.538911
1056,0xf32c45669115ee9c99d441f4f8d532afb717ac02,0.009,290,287.538911
1057,0xf39386ef2c19e99e5dc915435d87dc257c808e1f,0.009,290,287.538911
1058,0xf4ea6bd7df26f0b18211c3069b34e8a3686c22e7,0.009,290,287.538911
1059,0xf52ffcccb116444a56f0fbf8e65763e1fff534d8,0.009,290,287.538911
1060,0xf568bd927c6b668715a1b895eed9f34563b58c26,0.009,290,287.538911
1061,0xf57d2b61068fa45cbd49cd9bae942a78fa5f0dd5,0.009,290,287.538911
1062,0xf66800dd6ae84482c1c50595dc8dc48b70a70748,0.009,290,287.538911
1063,0xf681950b2a909a86013ae1eb0c505e25e88bd6f3,0.009,290,287.538911
1064,0xf6fe9b094bd90aae4d38b7493e7d351bbbd30c3e,0.009,290,287.538911
1065,0xf8061e9609266ea7e663405f29ba30b763dab58d,0.009,290,287.538911
1066,0xf87b9f8d6ce3be5fed3a94d1883f22ed91473fe7,0.009,290,287.538911
1067,0xf9a9e97e8d2c3d6c43d50a1f504ddcf6e8aab5e9,0.009,290,287.538911
1068,0xf9b1b6f3408bd45b2ee955222f319436bfe203cb,0.009,290,287.538911
1069,0xf9bd8ba3d5a1afee18b0fd7d7a8d6642d6389f3d,0.009,290,287.538911
1070,0xf9e373b8828e4c2b93ef6543823cf733185bd1ce,0.009,290,287.538911
1071,0xfa8f9015541716c617566a19c1fae39e95b611a7,0.009,290,287.538911
1072,0xfaab2740488914d3f8296cfd71403f681f23ff80,0.009,290,287.538911
1073,0xfb6e8518136453ed82894bdf51f4cadc3922bc2c,0.009,290,287.538911
1074,0xfbd5405b31a2c9d9617227930c7de264141dbd09,0.009,290,287.538911
1075,0xfc5be9abccdd31c18a1aaafe71a6a4e6c6ca29a3,0.009,290,287.538911
1076,0xfcbb283febfa842e79c784166901335535505418,0.009,290,287.538911
1077,0xfe953210408d77090a159f6c5447f08db1af3967,0.009,290,287.538911
1078,0xfe9d3e55edbf547a1d33aea40d80298fe6bc14d7,0.009,290,287.538911
1079,0xfee5982d0436363ef4969da19799da8e77905d44,0.009,290,287.538911
1080,0xff1ade8930d100fdc1264feb5524274a2cadd798,0.009,290,287.538911
1081,0xffd7a0dfe0cfcaf23c016c42f8e6ee3c63cdb0f4,0.009,290,287.538911
1082,0x00190dacd6b8539970e5e56d8eddc4323f1fc5ec,0.006,195,193.8805849
1083,0x004b12c79b93cd0f6663124da40b538167646a29,0.006,195,193.8805849
1084,0x00f02dc44eb3be864ba5b5cad54feb694d223f36,0.006,195,193.8805849
1085,0x0106a2f5f148e5b45d4a06eaf9db93a175546260,0.006,195,193.8805849
1086,0x015dd8144098aa4ca746b258a97006bcb278dc48,0.006,195,193.8805849
1087,0x01c58eadf5f426b3544480907fd2556e97d7cd2a,0.006,195,193.8805849
1088,0x01e9e7192e0600b2b83f463e15b32858bf364eb6,0.006,195,193.8805849
1089,0x020b41d1d551081f7a8f4aa8805b6294d867bcda,0.006,195,193.8805849
1090,0x027f218e02cdeaf923a0782f98c40b06ab09c7da,0.006,195,193.8805849
1091,0x039300cd3ef66776fbc1a49e98ad77b0770b945d,0.006,195,193.8805849
1092,0x03bbcc5c43f220ca844967c25a7b25d5de244e58,0.006,195,193.8805849
1093,0x04d4f75d5484223e53816ffc77213af7d7c95d29,0.006,195,193.8805849
1094,0x0528a238cc3faf2eba7e6829f5eeb7f3e5b1481e,0.006,195,193.8805849
1095,0x053e28d43b68cc288b5d53132185e2eb8752c043,0.006,195,193.8805849
1096,0x05cea306c17b15fd61184aa29268a00d87972b15,0.006,195,193.8805849
1097,0x06b2a8cc27c6082c4dac6904464d3fecc3c6f5b7,0.006,195,193.8805849
1098,0x06d4c30eb627d6647f19efe2238bab068c6f8083,0.006,195,193.8805849
1099,0x06fae160740da6701f0cfc330a3981848e67a334,0.006,195,193.8805849
1100,0x070167eb1f30cd7a987e6f528d012f4a24230573,0.006,195,193.8805849
1101,0x0728f2bfba8486fd6b30444a46b5ba0191d7ace3,0.006,195,193.8805849
1102,0x0748b978ac67dbc321d0cc415d4a0a22b4407bd7,0.006,195,193.8805849
1103,0x0758bde4d38d24e0c7a83bb583b05ee26a523bc7,0.006,195,193.8805849
1104,0x0823c7d334d971ec1572a7f1fc17a59cfb040251,0.006,195,193.8805849
1105,0x084ec08a771c7935eba2aeec9ff2ca64f55c5a14,0.006,195,193.8805849
1106,0x08e38c34d04825e2ba6f4a4f024bc7601a4d9907,0.006,195,193.8805849
1107,0x091224760f4305c6ce4bbef29775b9afc57f7c5d,0.006,195,193.8805849
1108,0x09a7a3eb9517b2d08464de8a1efd57b05cd476af,0.006,195,193.8805849
1109,0x0a24cbaed9e01d00b73e09baf30872d96c1b19b0,0.006,195,193.8805849
1110,0x0a2600448fa9e8a2377cfb35dc522ccfcdfa17db,0.006,195,193.8805849
1111,0x0a378344c7fd6eef76b9c8ce663c26770eced2a3,0.006,195,193.8805849
1112,0x0a9bfda54f8ae3c72b8ed6eeac6ee4375156850b,0.006,195,193.8805849
1113,0x0ac793f2a30c703b45a853a5b86e3986adcb76d4,0.006,195,193.8805849
1114,0x0ae060852ffd48b4798395b45896784a5eee7a9b,0.006,195,193.8805849
1115,0x0b20a8d0ab74be80416089ad83ada49c9ecae3c4,0.006,195,193.8805849
1116,0x0b520f2a304bb1929351cdf267931f0d50f5fceb,0.006,195,193.8805849
1117,0x0b5b831dbe2e862dab52f3807b8b373a29ff2932,0.006,195,193.8805849
1118,0x0c0b2a1510212741fb87a75ffbee91e99326660b,0.006,195,193.8805849
1119,0x0ca6057cb88759663f50b0fcdf792d7bcb92dfdc,0.006,195,193.8805849
1120,0x0dec589887d6ea8cd419972fd95cf54f993613b4,0.006,195,193.8805849
1121,0x0e4c051d4f360ccfe7ed4c7cbfc3591cc852f39a,0.006,195,193.8805849
1122,0x0e9965b1c9c33ee608d1ba1d892360507156f825,0.006,195,193.8805849
1123,0x0e9bb818faa3c37a8ee3da2d0c50cf0f66601050,0.006,195,193.8805849
1124,0x0f2a779e7f15d768b9f28925ac079fed9d1fe116,0.006,195,193.8805849
1125,0x0f3710d8939523b5a7c528fccae262418985615f,0.006,195,193.8805849
1126,0x100d7b71e8c2c4390a1acfb4e0d38e866d22b409,0.006,195,193.8805849
1127,0x100efd8e2a88bf1e7175f48ee48d1821f13b75e5,0.006,195,193.8805849
1128,0x109fac6ce64e86028fb17774d45b0199a7982d95,0.006,195,193.8805849
1129,0x10b97bd2b1362edc421b20ac39f0b0c2d76920f9,0.006,195,193.8805849
1130,0x10bd4ae3cf33e4c38bbefa9a3c7ee41ce57577bb,0.006,195,193.8805849
1131,0x10fe7b36e45139a025661e3aa7618f19943dd572,0.006,195,193.8805849
1132,0x11340237bdc1cc1d941bec9a257295ba7d585d7c,0.006,195,193.8805849
1133,0x11f78255cabc0123eb52d0a08e6b424be5c26f8a,0.006,195,193.8805849
1134,0x12cfad76985349e2ee62be252dc37990ad9796bb,0.006,195,193.8805849
1135,0x138020b677063f3be1c04a774b46b5d23c62db0c,0.006,195,193.8805849
1136,0x139ae848e03113711a2260798b16ffe7cfb92984,0.006,195,193.8805849
1137,0x13b2521e832e88d422a725b6186a7978b5651683,0.006,195,193.8805849
1138,0x14036658802089344a29330032fe97a4ff83803f,0.006,195,193.8805849
1139,0x148431cf8c766004fecab9956dd2be7739098f86,0.006,195,193.8805849
1140,0x149bdeb3ea37ac5fe6af9a24ea2c621e878941e7,0.006,195,193.8805849
1141,0x14a95d9c18de9dfe79039267cf4f5b81b4198a97,0.006,195,193.8805849
1142,0x14acbbb9b3c9965b531a0593e250555ba7bbe8a0,0.006,195,193.8805849
1143,0x14f718554f7d2adf1782ccae2508a3f04ce240e3,0.006,195,193.8805849
1144,0x15a7517dd293192de599380d590901ab99c6a91b,0.006,195,193.8805849
1145,0x15c737049d831667ee2cd54e541d0fad0f18257e,0.006,195,193.8805849
1146,0x15d6d721e6cba02b23680594d55d89014441f932,0.006,195,193.8805849
1147,0x15fbe0e6667830bd3046ef1e81bc372f49be05a8,0.006,195,193.8805849
1148,0x16d4a722faa36f9e05e473a7bf77cf2399c4fbab,0.006,195,193.8805849
1149,0x16db3f0de0a3ef2f4fb45f7631f7521bc5fc10b9,0.006,195,193.8805849
1150,0x16ea70433309fdcdd9774e1593ba0b775f3c9de7,0.006,195,193.8805849
1151,0x18abe68bd75a0fd7d4b0e80d4a88b7b1923e4e1c,0.006,195,193.8805849
1152,0x18bf0275d53be2e89de666e3e33d75497c059615,0.006,195,193.8805849
1153,0x18e3d6fb4e18c82e399d2aa40abf0f1873b6a1b7,0.006,195,193.8805849
1154,0x1906bd0244b749381e2974192fc581fe0da4d363,0.006,195,193.8805849
1155,0x1986efc22e51e0c1c673187a2ed193c4b963c3de,0.006,195,193.8805849
1156,0x199d970e0eca8a21c3b0fbe98a4d10c9bc432d1b,0.006,195,193.8805849
1157,0x19ed24418478fd7648feef6327fc9f1dfcddfd32,0.006,195,193.8805849
1158,0x1a1a0a5d4b84bfc40318a5b05c4da7b5c4f9cfba,0.006,195,193.8805849
1159,0x1a2e1a8f3cc2d939ad4848ad0b14050333c0a156,0.006,195,193.8805849
1160,0x1b36951340376b0088bab7bd6dc7ddedeedaa24f,0.006,195,193.8805849
1161,0x1b8b3d3e5f2a12ae73540c0e7517c7d525335ec2,0.006,195,193.8805849
1162,0x1bb9f592b10ffc5db951207a9fa2bc212cdf8d80,0.006,195,193.8805849
1163,0x1bd8a05042490148d06aaa887e04e84be374d74f,0.006,195,193.8805849
1164,0x1c5d79de1b4c683d1d5cf14d983b872ea721b437,0.006,195,193.8805849
1165,0x1e27c17432abff8e314b421be50c63a42d3e95e0,0.006,195,193.8805849
1166,0x1e5871ac9f13b7a4eb44307d0a52e59047939251,0.006,195,193.8805849
1167,0x1e973b2d3f894b9aeba0467cb5be6121e07c199e,0.006,195,193.8805849
1168,0x1f835c3970162c6e21372646500ec1fe99c84933,0.006,195,193.8805849
1169,0x1fa2029ec29b060044a995063aad02fa9290e197,0.006,195,193.8805849
1170,0x1fa8cd2a7b85975cf6766ca2db117f3a193169d2,0.006,195,193.8805849
1171,0x1fe1e74742fde615f9e763b4e5aeca398efc9cff,0.006,195,193.8805849
1172,0x2030eef787cf0c49f7b518c1407c2de259d4e431,0.006,195,193.8805849
1173,0x20594fc2959acd40e2d23db30e54869b90c01b69,0.006,195,193.8805849
1174,0x20cd0764f360eae57075b3e49a028ff0f5f8cbc1,0.006,195,193.8805849
1175,0x21e6ea0942021bf04d78147cf40dd9f0f2333d75,0.006,195,193.8805849
1176,0x222a910accda5a2c76335b93f9235e5dc62f0b28,0.006,195,193.8805849
1177,0x226b6c66f54b56b0ad283fefb1f638f9753b97d6,0.006,195,193.8805849
1178,0x227f7db29b269df91fdd7d53080442c666ca38b4,0.006,195,193.8805849
1179,0x22d8051ef18b0d3a6ef91ba549f92309e009d80d,0.006,195,193.8805849
1180,0x2363da67c30c8bad822145d45bba2b0aa93bd65d,0.006,195,193.8805849
1181,0x23e42f699f724aba421babfd411e1eb38687090b,0.006,195,193.8805849
1182,0x24dc348f19c23013fab08a254494deda8411fc23,0.006,195,193.8805849
1183,0x25ab2212cd52f92d9423dc41f5b71e97c796de3b,0.006,195,193.8805849
1184,0x263a8839b87e18a913a756cbcc65cd35be6a8d89,0.006,195,193.8805849
1185,0x273dfc6529aa2b24dcbf57d7265d74bed79d39ee,0.006,195,193.8805849
1186,0x2750e8927d9bcf1420657aeaabb3655a72cab08d,0.006,195,193.8805849
1187,0x291ae2cde58e1682d5532cf7fac819a8ea36b17e,0.006,195,193.8805849
1188,0x29301ce69808a491edbc3deb7138900e81951a3e,0.006,195,193.8805849
1189,0x2963a83cc400dae84262f50fc86278235ec90ba0,0.006,195,193.8805849
1190,0x29c483341baaf0a3b51393b1f55278fb78de8d0d,0.006,195,193.8805849
1191,0x29f70e98f16a33db3019da5471933fbc9f6f388a,0.006,195,193.8805849
1192,0x2a36203e9ac8c525902bdfb70fb6ae271cc58f07,0.006,195,193.8805849
1193,0x2a649af4f3bdf5452f739049075b6b453e6c7b61,0.006,195,193.8805849
1194,0x2bd4f3add22b3232000e8514e5c0b2049a171e95,0.006,195,193.8805849
1195,0x2be21bd3a5e7af332b284eddfc54d6f3a7955fa7,0.006,195,193.8805849
1196,0x2c27100a28d5fbaeccaee1bb7bf0b4d81bce9f55,0.006,195,193.8805849
1197,0x2cb3963c397f9a4121b4415209caa691cca5dfdd,0.006,195,193.8805849
1198,0x2d2c498bce222207bf74124b584fb9903f1f12b4,0.006,195,193.8805849
1199,0x2def69bd8cf50f12fe7bb76828db260d6b26d4b5,0.006,195,193.8805849
1200,0x2dfcf333b6ebec933bced28f03ef0cd572642098,0.006,195,193.8805849
1201,0x2e221ab3ebb9db4584885a610e1df5c420e0c8a5,0.006,195,193.8805849
1202,0x2e8a0f50079f460437f9abcaf7d4451a85c30c16,0.006,195,193.8805849
1203,0x2f602ee06bf41bb54f1a899262a3a57566d9f86c,0.006,195,193.8805849
1204,0x302e7ec06a2aa550e53660169b256ab1576a29fb,0.006,195,193.8805849
1205,0x30f22711cd7a73df7125819de75b16e45d0c3d5e,0.006,195,193.8805849
1206,0x3127ca9668438453927025c3dfdb7d1f2a4d7291,0.006,195,193.8805849
1207,0x313a1cae3676ce71360cd8c623d17c7a5f3ba85f,0.006,195,193.8805849
1208,0x313e066365acc52337f416c0fa7aca8d9b1e47de,0.006,195,193.8805849
1209,0x31ac0cdcab50d9348723dfd0452234f69443eb8c,0.006,195,193.8805849
1210,0x32ff5209735aa46ca7b7b1ef82ca13337080188d,0.006,195,193.8805849
1211,0x333a98f44f353861ddb5cb9d98562c97b208041f,0.006,195,193.8805849
1212,0x335bb36e85148eb14eef7a413d77fa95f1bf5f40,0.006,195,193.8805849
1213,0x33e21e44bfe7279ba93066e1388f07b346a94a2d,0.006,195,193.8805849
1214,0x340053b153e162fdf5621e62bfbe060a8a4fc1b9,0.006,195,193.8805849
1215,0x34423b509bd1a6100a4961560f04f4ab8b2b10a5,0.006,195,193.8805849
1216,0x346c84f638d584f4a82e376540a07b09b47f9ebb,0.006,195,193.8805849
1217,0x34d011e653dd393d6bffcefe2ca3da2b7210b198,0.006,195,193.8805849
1218,0x34e5f445b55f67d2580178a797574cb002d873a9,0.006,195,193.8805849
1219,0x350e27af6e4b128e0a6e7fa4fbc7ba70614c1f8d,0.006,195,193.8805849
1220,0x3627dae96f01f0ab1d38b42f7e3c578619ac9ccd,0.006,195,193.8805849
1221,0x362c2da2b1b6320219fa4edba235d9acc4be0c07,0.006,195,193.8805849
1222,0x36f01eabf78bb956225dcb7ad7e5cbade3257eaa,0.006,195,193.8805849
1223,0x3785211ce9a0178158a5e2b4441d740823330dc1,0.006,195,193.8805849
1224,0x39242f29866e359c8aa347a033cb90251fd99860,0.006,195,193.8805849
1225,0x3938b938ddb95f92f93ce284107013964fc53f15,0.006,195,193.8805849
1226,0x3a18fdecc29dafe9fe1338d95f014481b102a0e1,0.006,195,193.8805849
1227,0x3a65442981ca0e5f74b2df4bb2d0f0c44aa920da,0.006,195,193.8805849
1228,0x3a7389f5e9b972ac11ac912bc6b765dfaa3ba806,0.006,195,193.8805849
1229,0x3ad9a967b82b8972299b083cd8293b413d1c4791,0.006,195,193.8805849
1230,0x3b3135a563549593efbfce168c715ccefea9ce0c,0.006,195,193.8805849
1231,0x3b5cbbf05bba986df225aafffee2052013c751b7,0.006,195,193.8805849
1232,0x3b98009ce1c1864285f2d0cde5bc7ca7e76fcedb,0.006,195,193.8805849
1233,0x3bc4e2a23f3eb0a13043a0dcd9de062905acdd00,0.006,195,193.8805849
1234,0x3be4a04d550d1d668ee47704313791a7c462726b,0.006,195,193.8805849
1235,0x3beee38d5114243c3145ad72a76a8d71446c1324,0.006,195,193.8805849
1236,0x3c5a546ea4e8797f4ffa1aee34af4b4d01252a48,0.006,195,193.8805849
1237,0x3c9f7f5ef4a0ae2c61442a0b051c8794204e2965,0.006,195,193.8805849
1238,0x3d21584e5eb1b32c01a3deca10711fb88c8c7c9f,0.006,195,193.8805849
1239,0x3dd3ea3de684865f1e4353c13d37f7ae9bd9c45e,0.006,195,193.8805849
1240,0x3ddda0294ff67fd8a0dca386400edbff7b904d50,0.006,195,193.8805849
1241,0x3e4bc4260c3e9bda7819a20db99a8abc370a6246,0.006,195,193.8805849
1242,0x3e76a10aea307a96160ee8c0614efcc2456ba21d,0.006,195,193.8805849
1243,0x3e77b840bb20ee43dfd20a99c06fb823613ca11f,0.006,195,193.8805849
1244,0x3e87d8dc72f1d5dab27f6322dccbf52e59d3aa60,0.006,195,193.8805849
1245,0x3eac377377fc235dfa0f0db3764c34006039aff8,0.006,195,193.8805849
1246,0x3f28beccd4cff6548600ca62446d7aa6381a37b7,0.006,195,193.8805849
1247,0x3fa308f7d9730c5509e4ea9b5125c96141ea0436,0.006,195,193.8805849
1248,0x4015d4a8fe95b0c2f735ec2c9f2753013e0b7c02,0.006,195,193.8805849
1249,0x40f5e91315d8ad6c0e61ad9fb1dd6a4f3cbcf644,0.006,195,193.8805849
1250,0x41186b8dc1cff285e6a55607ce94483be4730876,0.006,195,193.8805849
1251,0x4128f12acce070e002fab2c5ee62803238fc6215,0.006,195,193.8805849
1252,0x43076a62cb3beb298a1998bb210585e4f141033d,0.006,195,193.8805849
1253,0x43279297b766c06b89fb83838041af5bff99ff83,0.006,195,193.8805849
1254,0x43a3ee6527f1c45193d4b1026ec093c2b6306f42,0.006,195,193.8805849
1255,0x43c7756c5db5e5842e67f4a3380623ebc7737fe8,0.006,195,193.8805849
1256,0x442e1ecbc2d3e77a22ce12378a74ac89e03e9754,0.006,195,193.8805849
1257,0x443a4ed850fbc982a07df06e08e708f805805815,0.006,195,193.8805849
1258,0x443d103be89ff8808a56ce0effa5a10f824ae6ed,0.006,195,193.8805849
1259,0x4478285adfdb330b3e0794b4a8afb20cbb4c9709,0.006,195,193.8805849
1260,0x44a69b3dea774c6c41a5e81fa87c2863c442d509,0.006,195,193.8805849
1261,0x44de3509b4dac27a92f7fa8f9ddfb8f06b1a49c5,0.006,195,193.8805849
1262,0x45166948eeafc40161c5b7597643c808a2f48de3,0.006,195,193.8805849
1263,0x453e61433804313b626235a35e81e77db4a630b9,0.006,195,193.8805849
1264,0x454474ac4d8e00862cfdb10b8948e1d81749c9fc,0.006,195,193.8805849
1265,0x458b7199b55e9bdc26688541b9c8934b11713844,0.006,195,193.8805849
1266,0x4631b6e6ea29d4b716f16e2eb6e0c5ac3f4b883a,0.006,195,193.8805849
1267,0x46ac3c6f0bd3bbb8930581fd03d0f3fd2167295c,0.006,195,193.8805849
1268,0x46dba81ee42c31e69521258eb1d41a8d059b6841,0.006,195,193.8805849
1269,0x46e771ef0338bf81adba7fdf37de6dd754c6ff9d,0.006,195,193.8805849
1270,0x47553cbb325e08641081f19aa53af895576db14e,0.006,195,193.8805849
1271,0x478227ac2eda4adef1572caf6f05e8fd79b6be64,0.006,195,193.8805849
1272,0x480896acc63cbc3be5e3d388dc96cb08351eae8c,0.006,195,193.8805849
1273,0x485f70f9f776a3953579a1cc41efc210d9b72919,0.006,195,193.8805849
1274,0x48bed425920ce3cf176a20f2302e6d5eaf23f473,0.006,195,193.8805849
1275,0x497c0958c3ab534b6b34922fdd4783b49aaa5bbc,0.006,195,193.8805849
1276,0x4b226af87b735bc3a6d486ba7cd40cd8458ae908,0.006,195,193.8805849
1277,0x4be77c64a83c67ce6337dd986c63b76c02d73836,0.006,195,193.8805849
1278,0x4bed4faa42b9f4b880a9e3be1bf5ee36672ff519,0.006,195,193.8805849
1279,0x4c2d92e5c8dc1055ebd6f8889672d5764fe85703,0.006,195,193.8805849
1280,0x4c4c8b0059cae2288f7d717dd4ef841bc8f370a0,0.006,195,193.8805849
1281,0x4c7f1585ac742b384939f7f662bad9d4c86a398d,0.006,195,193.8805849
1282,0x4c83b45346ca7b7e88446ca7a856cffd91fb7f5e,0.006,195,193.8805849
1283,0x4c92291e6b4252d70c5e6c96fcf7d705851d1ad1,0.006,195,193.8805849
1284,0x4d852d39b7de4d80d6cee5889ff99f311ad74d22,0.006,195,193.8805849
1285,0x4dba7cd2a959f3a205d0a3ff307c7a8e43220def,0.006,195,193.8805849
1286,0x4de44fdc2a9ed17392cf4eee678c011e3ba9e8e0,0.006,195,193.8805849
1287,0x4e5d8ba4ac17e3e3441207a85200f5e9e3c56f7a,0.006,195,193.8805849
1288,0x4eff07251c1429b043b8144dc42da520add4376a,0.006,195,193.8805849
1289,0x4f90bc82864c82e34954f1623862acca24ca63ef,0.006,195,193.8805849
1290,0x4fec2cac719b54cf367f4163091d80410e383655,0.006,195,193.8805849
1291,0x50f812f8ccd63e162af2d1047fbd20386ed51210,0.006,195,193.8805849
1292,0x51519e542d8ce09b08a30e199aece88cfef2d193,0.006,195,193.8805849
